id,uri,nome,nomeEleitoral,siglaPartido,uriPartido,siglaUf,idLegislatura,email,urlFoto,dataHora,situacao,condicaoEleitoral,descricaoStatus,deputado_id,idLegislatura_inicial,data_inicio_carreira,partido_inicio_carreira,condicao_eleitoral_inicial
143254,https://dadosabertos.camara.leg.br/api/v2/deputados/143254,ACÉLIO CASAGRANDE,ACÉLIO CASAGRANDE,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,SC,53,,https://www.camara.leg.br/internet/deputado/bandep/143254.jpg,2008-06-19T18:09,Convocado,Suplente,Diverso - Convocação Eleito ou Suplente,143254,53,2007-02-01T00:00,PMDB,
143254,https://dadosabertos.camara.leg.br/api/v2/deputados/143254,ACÉLIO CASAGRANDE,ACÉLIO CASAGRANDE,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,SC,53,,https://www.camara.leg.br/internet/deputado/bandep/143254.jpg,2008-06-25T11:14,Exercício,Suplente,Entrada - Reassunção,143254,53,2007-02-01T00:00,PMDB,
143254,https://dadosabertos.camara.leg.br/api/v2/deputados/143254,ACÉLIO CASAGRANDE,ACÉLIO CASAGRANDE,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,SC,53,,https://www.camara.leg.br/internet/deputado/bandep/143254.jpg,2008-10-09T00:00,Suplência,Suplente,Saída - Afastamento sem prazo determinado - Afastamento de Suplente (automático),143254,53,2007-02-01T00:00,PMDB,
143254,https://dadosabertos.camara.leg.br/api/v2/deputados/143254,ACÉLIO CASAGRANDE,ACÉLIO CASAGRANDE,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,SC,53,,https://www.camara.leg.br/internet/deputado/bandep/143254.jpg,2009-01-12T00:00,Convocado,Suplente,Diverso - Convocação Eleito ou Suplente - Aguardando Convocação de Suplente,143254,53,2007-02-01T00:00,PMDB,
143254,https://dadosabertos.camara.leg.br/api/v2/deputados/143254,ACÉLIO CASAGRANDE,ACÉLIO CASAGRANDE,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,SC,53,,https://www.camara.leg.br/internet/deputado/bandep/143254.jpg,2009-01-12T00:00,Convocado,Suplente,Diverso - Convocação Eleito ou Suplente,143254,53,2007-02-01T00:00,PMDB,
143254,https://dadosabertos.camara.leg.br/api/v2/deputados/143254,ACÉLIO CASAGRANDE,ACÉLIO CASAGRANDE,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,SC,53,,https://www.camara.leg.br/internet/deputado/bandep/143254.jpg,2009-01-13T15:56,Exercício,Suplente,Entrada - Reassunção,143254,53,2007-02-01T00:00,PMDB,
143254,https://dadosabertos.camara.leg.br/api/v2/deputados/143254,ACÉLIO CASAGRANDE,ACÉLIO CASAGRANDE,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,SC,53,,https://www.camara.leg.br/internet/deputado/bandep/143254.jpg,2010-03-31T13:50,Suplência,Suplente,Saída - Afastamento sem prazo determinado - Afastamento de Suplente (automático),143254,53,2007-02-01T00:00,PMDB,
178864,https://dadosabertos.camara.leg.br/api/v2/deputados/178864,ADAIL CARNEIRO,ADAIL CARNEIRO,PHS,https://dadosabertos.camara.leg.br/api/v2/partidos/36793,CE,55,,https://www.camara.leg.br/internet/deputado/bandep/178864.jpg,2015-02-01T00:00,Exercício,Titular,Nome no início da legislatura / Partido no início da legislatura,178864,55,2015-02-01T00:00,PHS,
178864,https://dadosabertos.camara.leg.br/api/v2/deputados/178864,ADAIL CARNEIRO,ADAIL CARNEIRO,PHS,https://dadosabertos.camara.leg.br/api/v2/partidos/36793,CE,55,,https://www.camara.leg.br/internet/deputado/bandep/178864.jpg,2015-02-01T10:00,Exercício,Titular,Entrada - Posse de Eleito Titular - Posse na Sessão Preparatória,178864,55,2015-02-01T00:00,PHS,
178864,https://dadosabertos.camara.leg.br/api/v2/deputados/178864,ADAIL CARNEIRO,ADAIL CARNEIRO,PHS,https://dadosabertos.camara.leg.br/api/v2/partidos/36793,CE,55,,https://www.camara.leg.br/internet/deputado/bandep/178864.jpg,2015-11-17T12:06,Licença,Titular,"Saída - Afastamento sem prazo determinado - Secretário de Estado - Assessor Especial do Governador do Estado do Ceará, com status de Secretaria de Estado.",178864,55,2015-02-01T00:00,PHS,
178864,https://dadosabertos.camara.leg.br/api/v2/deputados/178864,ADAIL CARNEIRO,ADAIL CARNEIRO,S.PART.,https://dadosabertos.camara.leg.br/api/v2/partidos/36852,CE,55,,https://www.camara.leg.br/internet/deputado/bandep/178864.jpg,2016-03-22T12:04,Licença,Titular,Alteração de partido,178864,55,2015-02-01T00:00,PHS,
