deputado_id,event_date,old_bloc,new_bloc,n_pre,n_post,sim_old_pre,sim_old_post,delta_sim_old,conf_old_pre,conf_old_post,delta_conf,left_vocab_pre,left_vocab_post,right_vocab_pre,right_vocab_post,delta_left_vocab,delta_right_vocab,group,vocab_shift
74287,2004-04-13 17:17:00+00:00,Right,Right,120,65,0.8688376,0.872009,-0.0031713843,0.13645422759569173,0.15771099601574523,-0.0212567684200535,0.019881476871579293,0.014808608489779728,0.007125043642265897,0.0066773741488682205,-0.005072868381799565,-0.0004476694933976764,control,0.004625198888401889
74287,2013-10-08 16:30:00+00:00,Right,Right,32,47,0.84570503,0.84703696,-0.0013319254,0.5872402770114566,0.6857621723333585,-0.09852189532190181,0.002416533472851459,0.002612265963724608,0.013378860068092,0.01925288922837121,0.00019573249087314866,0.005874029160279209,control,0.005678296669406061
74287,2013-10-02 15:43:00+00:00,Right,Right,32,47,0.84570503,0.84703696,-0.0013319254,0.5872402770114566,0.6857621723333585,-0.09852189532190181,0.002416533472851459,0.002612265963724608,0.013378860068092,0.01925288922837121,0.00019573249087314866,0.005874029160279209,control,0.005678296669406061
74287,2018-12-17 15:27:00+00:00,Right,Right,15,15,0.86592597,0.83682317,0.029102802,0.3969819160039672,0.5232659037833519,-0.1262839877793847,0.0008744855967078188,0.0006451612903225806,0.019887703826915504,0.0220543042802833,-0.00022932430638523819,0.002166600453367796,control,0.002395924759753034
74287,2004-02-14 11:16:00+00:00,Right,Right,125,66,0.86924404,0.8772967,-0.008052647,0.12224690166846988,0.15858479378081025,-0.03633789211234037,0.021512134467735058,0.01505806057255948,0.006521451180796074,0.006539310524436411,-0.006454073895175577,1.7859343640337817e-05,control,0.006471933238815915
204464,2022-04-01 17:49:00+00:00,Left,Left,520,28,0.8533053,0.863373,-0.010067701,0.7889697470745917,0.7882948306742835,0.0006749164003081454,0.020242078824441564,0.029314874695836577,0.02394691414864715,0.016530524050819808,0.009072795871395013,-0.007416390097827342,control,-0.016489185969222355
204464,2022-02-23 00:00:00+00:00,Left,Left,619,30,0.8553003,0.8597409,-0.0044406056,0.7973490378754989,0.7847161935296508,0.012632844345848104,0.020266416048065596,0.02974150209706652,0.022797312784951982,0.015428489114098488,0.009475086049000925,-0.007368823670853494,control,-0.01684390971985442
204464,2022-02-23 00:00:00+00:00,Left,Left,619,30,0.8553003,0.8597409,-0.0044406056,0.7973490378754989,0.7847161935296508,0.012632844345848104,0.020266416048065596,0.02974150209706652,0.022797312784951982,0.015428489114098488,0.009475086049000925,-0.007368823670853494,control,-0.01684390971985442
204464,2022-02-23 00:00:00+00:00,Left,Left,619,30,0.8553003,0.8597409,-0.0044406056,0.7973490378754989,0.7847161935296508,0.012632844345848104,0.020266416048065596,0.02974150209706652,0.022797312784951982,0.015428489114098488,0.009475086049000925,-0.007368823670853494,control,-0.01684390971985442
204464,2022-04-04 14:29:00+00:00,Left,Left,505,28,0.85293514,0.863373,-0.010437846,0.791107006299697,0.7882948306742835,0.002812175625413471,0.020488655457478473,0.029314874695836577,0.023881807276502968,0.016530524050819808,0.008826219238358104,-0.00735128322568316,control,-0.016177502464041264
74139,2007-04-23 00:00:00+00:00,Left,Left,45,49,0.8920766,0.8757197,0.016356885,0.737021151193741,0.7417868145370755,-0.004765663343334503,0.01206250367375319,0.011902500573274088,0.00530775561520257,0.004604146588137852,-0.00016000310047910304,-0.0007036090270647185,control,-0.0005436059265856155
74139,2007-04-23 00:00:00+00:00,Left,Left,45,49,0.8920766,0.8757197,0.016356885,0.737021151193741,0.7417868145370755,-0.004765663343334503,0.01206250367375319,0.011902500573274088,0.00530775561520257,0.004604146588137852,-0.00016000310047910304,-0.0007036090270647185,control,-0.0005436059265856155
74139,2005-08-30 19:09:00+00:00,Left,Left,35,76,0.88010764,0.87602496,0.0040826797,0.7315856209371511,0.7309092485497287,0.0006763723874223526,0.01237721475415439,0.011257342908860535,0.0058363210437624175,0.005546618556389986,-0.0011198718452938537,-0.00028970248737243166,control,0.0008301693579214221
74139,2005-09-22 11:01:00+00:00,Left,Left,36,75,0.8768191,0.87754905,-0.0007299781,0.7361059249630547,0.7287304843187961,0.007375440644258657,0.012033403233205656,0.01140744081431201,0.005674201014769017,0.005620573470475185,-0.0006259624188936462,-5.3627544293831896e-05,control,0.0005723348745998143
74139,2005-10-27 14:54:00+00:00,Left,Left,44,68,0.86979294,0.88271683,-0.012923896,0.7381846945893458,0.7299181906885799,0.008266503900765887,0.01145979195013931,0.010276260194416933,0.005592289931179883,0.004806226826590598,-0.0011835317557223769,-0.0007860631045892843,control,0.00039746865113309254
160659,2015-12-01 11:13:00+00:00,Left,Left,37,31,0.87587076,0.87505305,0.0008177161,0.4265158824647089,0.4342318237690146,-0.007715941304305696,0.003513641680902588,0.00618170980899434,0.007021638671649071,0.0036485952985820754,0.002668068128091752,-0.0033730433730669953,control,-0.006041111501158747
160659,2015-12-08 11:00:00+00:00,Left,Left,36,34,0.87581915,0.8720477,0.0037714243,0.4307913739687912,0.4446348734782702,-0.013843499509478996,0.0036112428387054373,0.007231292738836256,0.00721668419030599,0.0033266604192954217,0.003620049900130819,-0.003890023771010568,control,-0.007510073671141387
160659,2016-03-28 21:39:00+00:00,Left,Left,40,29,0.8735054,0.8718848,0.0016205907,0.4254993395359052,0.4396636706376395,-0.014164331101734318,0.006802381565302239,0.006652684291946374,0.005524456155980334,0.003474509491162023,-0.0001496972733558647,-0.002049946664818311,control,-0.0019002493914624463
160659,2016-03-30 20:03:00+00:00,Left,Left,41,28,0.8735051,0.8718275,0.0016776323,0.4353656605337704,0.4257224267158274,0.00964323381794302,0.006636469819807062,0.006890280159515887,0.005389713322907643,0.0035985991158463807,0.0002538103397088246,-0.0017911142070612626,control,-0.002044924546770087
160659,2015-11-18 19:20:00+00:00,Left,Left,38,27,0.87646085,0.8777051,-0.001244247,0.4245960121352438,0.43181380049258244,-0.007217788357338661,0.002563053856347943,0.0077908448460040575,0.006550817516674323,0.004591704424942061,0.005227790989656114,-0.0019591130917322617,control,-0.007186904081388376
204533,2021-09-28 19:32:00+00:00,Left,Left,27,14,0.8217521,0.8430541,-0.021302044,0.7356926311128754,0.6950400069104115,0.04065262420246396,0.010432156401655311,0.0025833815307499514,0.022419381196875438,0.02614897779523052,-0.00784877487090536,0.0037295965983550824,control,0.011578371469260442
204533,2021-06-29 18:01:00+00:00,Left,Left,28,14,0.82429653,0.8430541,-0.018757582,0.7370675211303878,0.6950400069104115,0.0420275142199763,0.01022884140491373,0.0025833815307499514,0.021618689011272747,0.02614897779523052,-0.007645459874163778,0.004530288783957774,control,0.012175748658121552
74037,2005-08-24 14:01:00+00:00,Left,Left,73,81,0.9015514,0.89476806,0.006783366,0.7785143928227218,0.7433009456113445,0.03521344721137731,0.014767820246111929,0.008576393347956023,0.004858212221384945,0.0029340997526520777,-0.006191426898155905,-0.0019241124687328671,control,0.004267314429423038
74037,2007-01-25 00:00:00+00:00,Left,Left,64,95,0.892627,0.8833091,0.009317875,0.7849503727489273,0.7665563373821797,0.018394035366747663,0.013405875512533116,0.016828874506700033,0.0029760261975435246,0.0028013475311395187,0.003422998994166917,-0.00017467866640400592,control,-0.003597677660570923
74037,2009-10-15 12:58:00+00:00,Left,Left,106,111,0.8938155,0.8859597,0.007855833,0.8115324218897151,0.7645916278966812,0.04694079399303386,0.0183420206068372,0.013775536639082807,0.0037691303353696894,0.0031586022155187126,-0.004566483967754392,-0.0006105281198509767,control,0.003955955847903415
74037,2009-05-13 17:47:00+00:00,Left,Left,56,139,0.8964724,0.88726634,0.009206057,0.8440107012997969,0.7658390687215888,0.07817163257820814,0.017375440760613897,0.014064964035632786,0.0034351817971724854,0.0036258052698205563,-0.0033104767249811113,0.00019062347264807086,control,0.003501100197629182
74037,2005-02-22 18:31:00+00:00,Left,Left,51,92,0.8919651,0.90345675,-0.011491656,0.7810857399369309,0.7639883048664994,0.017097435070431488,0.015778754784184817,0.013063602227750815,0.003809017656600341,0.00412027315187771,-0.0027151525564340015,0.0003112554952773689,control,0.0030264080517113704
160575,2013-10-01 16:13:00+00:00,Left,Left,172,116,0.87555057,0.88351256,-0.007961988,0.8634363688525306,0.8784189006303975,-0.014982531777866903,0.014820340087087493,0.013820898839507618,0.004220939493031063,0.005416321940832188,-0.0009994412475798752,0.0011953824478011252,control,0.0021948236953810004
160575,2018-12-17 15:27:00+00:00,Left,Left,75,430,0.86039865,0.8568156,0.0035830736,0.8205349838094442,0.7712289410549277,0.049306042754516555,0.015826042031952866,0.019008985188246504,0.002935408757639882,0.0077952330979578766,0.0031829431562936383,0.004859824340317995,control,0.0016768811840243564
160575,2013-10-01 17:41:00+00:00,Left,Left,172,116,0.87555057,0.88351256,-0.007961988,0.8634363688525306,0.8784189006303975,-0.014982531777866903,0.014820340087087493,0.013820898839507618,0.004220939493031063,0.005416321940832188,-0.0009994412475798752,0.0011953824478011252,control,0.0021948236953810004
160575,2013-10-04 11:23:00+00:00,Left,Left,175,113,0.8752049,0.8842592,-0.009054303,0.8634453073743199,0.878802824117304,-0.015357516742984134,0.014856717875541265,0.013738027718072664,0.004148580530293387,0.005560118098553396,-0.001118690157468601,0.0014115375682600085,control,0.0025302277257286095
74491,2007-04-23 00:00:00+00:00,Left,Left,47,56,0.89479125,0.87620944,0.018581808,0.7288013305127894,0.7515473978754474,-0.02274606736265805,0.029059889722046314,0.026906061922434086,0.003695440137430191,0.004822123608815427,-0.0021538277996122276,0.0011266834713852363,control,0.003280511270997464
74491,2005-09-29 17:46:00+00:00,Left,Left,55,48,0.8988957,0.8937807,0.0051149726,0.6312050854781469,0.720950111945252,-0.08974502646710514,0.014872330768283749,0.022537270590938675,0.004963548434465651,0.008021933271941315,0.007664939822654926,0.0030583848374756643,control,-0.004606554985179262
74491,2011-10-26 12:06:00+00:00,Left,Left,52,18,0.8982084,0.9060633,-0.0078549385,0.7387598478813457,0.7060533365311518,0.03270651135019398,0.015120696589251338,0.014963042067405964,0.0029331351339232986,0.004638651799660201,-0.00015765452184537433,0.001705516665736902,control,0.0018631711875822764
74491,2005-05-25 20:47:00+00:00,Left,Left,56,53,0.8976111,0.89388734,0.0037237406,0.6692514773177142,0.6772142107234338,-0.007962733405719624,0.018265397995062983,0.02076054938706357,0.005068599262520686,0.007039426814346015,0.0024951513920005858,0.001970827551825329,control,-0.0005243238401752568
74491,2009-08-25 19:00:00+00:00,Left,Left,32,40,0.89276063,0.90198916,-0.009228528,0.7151699657306749,0.785782459856048,-0.07061249412537307,0.02816009140063831,0.016692150143136436,0.005422851684857651,0.0015373293110262794,-0.011467941257501873,-0.0038855223738313714,control,0.007582418883670502
141531,2013-10-02 15:43:00+00:00,Center,Center,34,24,0.86721617,0.8839118,-0.016695619,0.38445832664721497,0.40333483056921215,-0.01887650392199719,0.007734905916100363,0.0023358585858585857,0.005453226473643284,0.00952283561357483,-0.005399047330241777,0.0040696091399315465,control,0.009468656470173323
141531,2016-03-18 15:05:00+00:00,Center,Center,89,22,0.8747071,0.8817213,-0.007014215,0.30924509180205045,0.42240119530040215,-0.1131561034983517,0.0051339350695207555,0.007829463823936223,0.0028248278334397354,0.005563963078374785,0.0026955287544154676,0.0027391352449350494,control,4.360649051958184e-05
141531,2016-03-18 10:07:00+00:00,Center,Center,89,22,0.8747071,0.8817213,-0.007014215,0.30924509180205045,0.42240119530040215,-0.1131561034983517,0.0051339350695207555,0.007829463823936223,0.0028248278334397354,0.005563963078374785,0.0026955287544154676,0.0027391352449350494,control,4.360649051958184e-05
204573,2021-06-29 18:01:00+00:00,Right,Right,25,15,0.84342664,0.8131298,0.030296862,0.510964080451842,0.6473244778302131,-0.13636039737837102,0.0022169705780307803,0.00762408224500905,0.023602302070472207,0.03691895403988085,0.00540711166697827,0.013316651969408646,control,0.007909540302430376
204573,2021-09-28 19:32:00+00:00,Right,Right,23,13,0.83968544,0.7996646,0.040020823,0.4828956927955011,0.709990619804958,-0.22709492700945694,0.004804365503597791,0.004560391657165851,0.016158645452562452,0.05619433463726268,-0.00024397384643193992,0.04003568918470023,control,0.04027966303113217
74264,2004-08-03 11:33:00+00:00,Left,Left,25,16,0.8521985,0.8413943,0.010804176,0.5300344140993524,0.4841759162064799,0.045858497892872496,0.006374889226794853,0.010335574693218282,0.008901166302483998,0.0008162353210176014,0.003960685466423429,-0.008084930981466397,control,-0.012045616447889824
141335,2011-10-26 12:08:00+00:00,Left,Left,20,12,0.89694864,0.86725736,0.029691279,0.7118414549176886,0.6125431611942854,0.09929829372340315,0.01864333791211619,0.0022644229433983224,0.0035508115610374444,0.0028036569418948497,-0.016378914968717868,-0.0007471546191425947,control,0.015631760349575273
141335,2017-10-31 17:23:00+00:00,Left,Left,69,26,0.87838036,0.8782193,0.00016105175,0.7499698761574523,0.73181610076561,0.018153775391842264,0.016701481644696103,0.013919115070029619,0.0018346727800179895,0.0035809809848271388,-0.002782366574666484,0.0017463082048091493,control,0.004528674779475633
141335,2019-08-16 16:25:00+00:00,Left,Left,41,18,0.89383215,0.8839061,0.009926021,0.7881830458083697,0.7274847828585407,0.06069826294982905,0.020263018214015896,0.03159920116235228,0.0027828934257121854,0.004147004147004147,0.011336182948336382,0.0013641107212919615,control,-0.00997207222704442
74699,2005-01-27 11:23:00+00:00,Left,Left,36,22,0.8447091,0.86354405,-0.018834949,0.5039515426735964,0.6638900843072536,-0.15993854163365717,0.0016238001767333295,0.0013637062915662925,0.00911008622075223,0.002033154713712917,-0.000260093885167037,-0.007076931507039313,control,-0.006816837621872276
74699,2005-10-03 13:52:00+00:00,Left,Left,24,10,0.8733514,0.86450374,0.008847654,0.6314907340778532,0.7546921790478012,-0.123201444969948,0.002048996203661705,0.008366635404359528,0.0016645043729539679,0.002936841064635655,0.006317639200697823,0.001272336691681687,control,-0.005045302509016136
74699,2005-07-05 17:10:00+00:00,Left,Left,20,18,0.88039905,0.8628243,0.017574728,0.6191205757989355,0.736194050270933,-0.11707347447199745,0.002102554463153065,0.005429756561825519,0.0017465430285974362,0.002079176039061923,0.0033272020986724543,0.00033263301046448663,control,-0.0029945690882079677
74699,2005-02-15 00:58:00+00:00,Left,Left,35,23,0.8427087,0.8648442,-0.022135496,0.5058800425830713,0.6698728139901947,-0.16399277140712343,0.0012306340279366994,0.0013044147136721058,0.009370374398488007,0.0019447566826819205,7.378068573540646e-05,-0.007425617715806087,control,-0.007499398401541494
74699,2004-05-19 09:36:00+00:00,Left,Left,51,31,0.85019267,0.86968535,-0.019492686,0.5921215976265454,0.5620109939183698,0.030110603708175532,0.005464207566057965,0.0015387920404452693,0.011576219040689853,0.006128886871108608,-0.0039254155256126955,-0.005447332169581245,control,-0.0015219166439685494
160572,2013-10-04 15:15:00+00:00,Right,Right,15,17,0.87192744,0.82917404,0.0427534,0.30750543050956736,0.39767076972555354,-0.09016533921598618,0.0015779309965356476,0.0031625508857030444,0.012126640435098146,0.00682451655610837,0.0015846198891673968,-0.005302123878989776,control,-0.006886743768157172
160572,2013-10-08 19:11:00+00:00,Right,Right,16,16,0.86518264,0.83324677,0.03193587,0.32085716095094774,0.3899543729851722,-0.06909721203422448,0.0014793103092521696,0.0033602103160594848,0.01136872540790451,0.0072510488408651435,0.0018809000068073151,-0.004117676567039367,control,-0.005998576573846682
73482,2005-02-14 21:38:00+00:00,Left,Left,58,103,0.86579144,0.8818502,-0.016058743,0.7389578482929338,0.6888490454404478,0.05010880285248598,0.007723812025781716,0.0054577641454916365,0.0042132131271347155,0.004946107800941447,-0.0022660478802900797,0.0007328946738067313,control,0.002998942554096811
73482,2019-08-16 16:25:00+00:00,Left,Left,136,139,0.872207,0.87248945,-0.0002824664,0.802654264260918,0.7592378807381934,0.04341638352272459,0.028710035377262518,0.0293016143217024,0.006276815257731617,0.007063464333743032,0.0005915789444398828,0.0007866490760114146,control,0.00019507013157153176
73482,2005-02-22 13:02:00+00:00,Left,Left,59,103,0.8653087,0.8826298,-0.01732111,0.7376695611256878,0.6917805017694092,0.04588905935627863,0.007592899957548128,0.005487007331829221,0.0041418027351493815,0.004975350987279031,-0.002105892625718907,0.0008335482521296496,control,0.0029394408778485566
178990,2019-08-16 16:25:00+00:00,Center,Center,17,91,0.8484977,0.8236496,0.024848104,0.2283210030902827,0.23286077534835228,-0.004539772258069591,0.000449034575662326,0.0013484458347583653,0.008852729310248168,0.0350978156560425,0.0008994112590960392,0.026245086345794335,control,0.025345675086698296
74419,2007-01-25 00:00:00+00:00,Left,Left,61,95,0.8745083,0.8743222,0.0001861453,0.5073773612993324,0.5218311458178354,-0.014453784518502988,0.005382284619424157,0.006903368590127853,0.017174770585688476,0.015222708602188259,0.0015210839707036957,-0.0019520619835002168,control,-0.0034731459542039125
74419,2005-02-02 16:02:00+00:00,Left,Left,108,121,0.87625074,0.8832562,-0.007005453,0.4509947590543903,0.5335157558336461,-0.08252099677925578,0.0066553624188460895,0.010298968008487501,0.009380770888858735,0.009224509138997854,0.0036436055896414115,-0.00015626174986088127,control,-0.0037998673395022928
74419,2019-04-05 00:00:00+00:00,Left,Left,30,78,0.8724537,0.87134445,0.0011092424,0.559658150129031,0.5687921101614791,-0.009133960032448152,0.006175801735067894,0.01089414092078001,0.013198495429068315,0.0068547064311656495,0.004718339185712116,-0.006343788997902665,control,-0.01106212818361478
74419,2009-10-14 13:16:00+00:00,Left,Left,86,53,0.86891705,0.8798806,-0.010963559,0.5355958994988572,0.6159381710551052,-0.08034227155624796,0.007691695624346419,0.0074277849379448604,0.012474037174712975,0.005931213766298746,-0.00026391068640155887,-0.006542823408414229,control,-0.00627891272201267
73553,2013-10-02 17:04:00+00:00,Right,Right,31,34,0.85600054,0.84690607,0.009094477,0.33517553511550335,0.3085030390384307,0.02667249607707267,0.004782191371119752,0.0035847873140451856,0.004053245331126803,0.004587523620524407,-0.0011974040570745664,0.000534278289397604,control,0.0017316823464721704
73553,2007-04-23 00:00:00+00:00,Right,Right,65,46,0.8863907,0.86445403,0.021936655,0.30538170926742525,0.2195483606090919,0.08583334865833334,0.00280268504804084,0.006223255637466486,0.008427469626066943,0.004854858488707022,0.0034205705894256463,-0.003572611137359921,control,-0.006993181726785567
73553,2015-10-05 16:24:00+00:00,Right,Right,39,11,0.821738,0.82964873,-0.007910728,0.30268486601545147,0.255715637644119,0.046969228371332494,0.0009840305892937472,0.004925276324530936,0.0038094461493883257,0.014132166575908612,0.003941245735237189,0.010322720426520287,control,0.006381474691283097
73553,2007-03-05 00:00:00+00:00,Right,Right,69,50,0.8824101,0.87629974,0.00611037,0.2887431660999492,0.2335583711039431,0.05518479499600612,0.0020603348630402426,0.004317104087746674,0.008321046058025479,0.004904472924440936,0.0022567692247064315,-0.0034165731335845427,control,-0.005673342358290975
73553,2005-02-02 16:06:00+00:00,Right,Right,85,151,0.8678607,0.86447465,0.0033860207,0.3032189340143786,0.2982294735060056,0.0049894605083730115,0.004759951470251023,0.0021158024778056565,0.013956077047622516,0.011878018261019899,-0.0026441489924453666,-0.002078058786602617,control,0.0005660902058427495
178837,2017-10-31 17:23:00+00:00,Left,Left,100,51,0.8696611,0.8805321,-0.010870993,0.685225064031994,0.6358484948416155,0.04937656919037847,0.00937676015613955,0.011026715964488707,0.011803246290516349,0.0068647398752953795,0.0016499558083491565,-0.004938506415220969,control,-0.006588462223570126
178837,2016-03-17 13:12:00+00:00,Left,Left,23,58,0.8814076,0.8728825,0.008525133,0.715667784785788,0.6390188550149926,0.0766489297707954,0.008680269497634606,0.00942006193805102,0.008571943766246284,0.007843683026595365,0.0007397924404164129,-0.0007282607396509183,control,-0.0014680531800673313
178837,2016-03-21 19:11:00+00:00,Left,Left,23,62,0.8814076,0.8718775,0.009530127,0.715667784785788,0.6374805121805129,0.07818727260527503,0.008680269497634606,0.010053010795645743,0.008571943766246284,0.007445887499008134,0.0013727412980111368,-0.0011260562672381494,control,-0.0024987975652492863
178837,2016-03-10 12:31:00+00:00,Left,Left,24,55,0.88192874,0.8722767,0.009652019,0.7270024834213501,0.6462111932427024,0.08079129017864772,0.011706125477238587,0.009759058323483174,0.008214779442652689,0.006872918883990078,-0.0019470671537554132,-0.0013418605586626112,control,0.0006052065950928019
178837,2016-03-18 10:07:00+00:00,Left,Left,23,58,0.8814076,0.8728825,0.008525133,0.715667784785788,0.6390188550149926,0.0766489297707954,0.008680269497634606,0.00942006193805102,0.008571943766246284,0.007843683026595365,0.0007397924404164129,-0.0007282607396509183,control,-0.0014680531800673313
74584,2004-10-06 14:50:00+00:00,Right,Right,10,14,0.8419153,0.78196895,0.05994636,0.21426828770265968,0.3209540095205597,-0.10668572181790001,0.004538894636618536,0.00020466639377814163,0.007387249807063537,0.005574920839560004,-0.004334228242840394,-0.0018123289675035332,control,0.002521899275336861
74044,2019-05-22 17:05:00+00:00,Right,Right,11,25,0.83112675,0.8635565,-0.032429755,0.377530118626068,0.2784957500123511,0.0990343686137169,0.0025774663932558667,0.0003587501607303588,0.009257745813809885,0.0032129726784658674,-0.002218716232525508,-0.006044773135344018,control,-0.00382605690281851
141399,2009-05-13 17:47:00+00:00,Left,Left,18,79,0.85531193,0.8302964,0.025015533,0.8125659516585519,0.8227137708029454,-0.010147819144393444,0.024309347878727558,0.01392661824134118,0.012911222248904815,0.01048800222376229,-0.010382729637386378,-0.0024232200251425254,control,0.007959509612243853
141399,2009-10-13 19:34:00+00:00,Left,Left,61,43,0.8252066,0.8522713,-0.02706474,0.810845991790141,0.8172574568308163,-0.006411465040675246,0.015394752432204844,0.01403569056655916,0.010113512366100886,0.011413343202316842,-0.0013590618656456836,0.001299830836215956,control,0.0026588927018616395
141399,2009-11-03 18:37:00+00:00,Left,Left,62,42,0.82622516,0.851412,-0.025186837,0.8100079359975998,0.8186472407398219,-0.008639304742222076,0.0153297344310989,0.014099310904723985,0.00995039119890571,0.01168508946903867,-0.0012304235263749155,0.0017346982701329592,control,0.0029651217965078747
141399,2009-11-03 18:28:00+00:00,Left,Left,62,42,0.82622516,0.851412,-0.025186837,0.8100079359975998,0.8186472407398219,-0.008639304742222076,0.0153297344310989,0.014099310904723985,0.00995039119890571,0.01168508946903867,-0.0012304235263749155,0.0017346982701329592,control,0.0029651217965078747
141399,2009-10-15 12:58:00+00:00,Left,Left,62,42,0.82622516,0.851412,-0.025186837,0.8100079359975998,0.8186472407398219,-0.008639304742222076,0.0153297344310989,0.014099310904723985,0.00995039119890571,0.01168508946903867,-0.0012304235263749155,0.0017346982701329592,control,0.0029651217965078747
204352,2021-09-28 19:32:00+00:00,Center,Center,125,59,0.87425363,0.8855382,-0.01128459,0.1459397182848831,0.13911274246451744,0.006826975820365677,0.02131642432665437,0.02231958433161531,0.017639114833563393,0.01998084039990879,0.0010031600049609408,0.002341725566345397,control,0.0013385655613844562
204352,2021-06-29 18:01:00+00:00,Center,Center,101,97,0.88599515,0.87081,0.015185177,0.1435495902833604,0.14795196804547628,-0.004402377762115883,0.018512881362254208,0.024013326515727452,0.007243412135741936,0.028031131548866717,0.005500445153473244,0.02078771941312478,control,0.015287274259651536
73572,2004-02-14 11:16:00+00:00,Left,Left,123,33,0.89404887,0.89358526,0.00046360493,0.637092492297748,0.6368895670394624,0.00020292525828558006,0.01564381552406471,0.027210216342357155,0.005818265862226691,0.0022401228747347267,0.011566400818292445,-0.003578142987491964,control,-0.01514454380578441
73572,2005-02-22 13:02:00+00:00,Left,Left,29,79,0.8905142,0.8960888,-0.005574584,0.6338734313980424,0.6132712062057375,0.020602225192304924,0.02876210802760862,0.01786897319737898,0.0025098758082236954,0.004435936110927549,-0.010893134830229637,0.0019260603027038536,control,0.01281919513293349
73572,2005-04-28 00:00:00+00:00,Left,Left,47,61,0.8946338,0.89392877,0.00070506334,0.6201536729629961,0.620695920272468,-0.0005422473094719438,0.025285228369211644,0.015898601165803414,0.003369549233184887,0.005204828997499467,-0.00938662720340823,0.0018352797643145795,control,0.011221906967722808
73572,2005-02-02 16:02:00+00:00,Left,Left,34,76,0.8938454,0.8972186,-0.0033732057,0.636945744790303,0.6116501302110126,0.025295614579290415,0.02821063614981484,0.017719944526926257,0.002174236907830764,0.004540675778689324,-0.010490691622888581,0.00236643887085856,control,0.012857130493747142
73572,2005-02-14 22:13:00+00:00,Left,Left,29,79,0.8905142,0.8960888,-0.005574584,0.6338734313980424,0.6132712062057375,0.020602225192304924,0.02876210802760862,0.01786897319737898,0.0025098758082236954,0.004435936110927549,-0.010893134830229637,0.0019260603027038536,control,0.01281919513293349
141536,2009-11-03 18:28:00+00:00,Center,Center,111,84,0.8839493,0.8757607,0.008188605,0.3992520481021026,0.4227963388222232,-0.023544290720120653,0.0036417120726667486,0.004813166688893276,0.007278792222638739,0.007423062406718394,0.0011714546162265279,0.00014427018407965446,control,-0.0010271844321468734
141536,2015-11-18 12:48:00+00:00,Center,Center,103,62,0.887583,0.8884967,-0.0009136796,0.4196193590317066,0.4741457170075401,-0.054526357975833495,0.0052682001833408215,0.005736596650496871,0.009128312627687972,0.017496571698900322,0.00046839646715604935,0.00836825907121235,control,0.0078998626040563
141536,2016-03-18 15:05:00+00:00,Center,Center,104,60,0.8892504,0.886424,0.0028263927,0.4278696485992993,0.4577150736805421,-0.02984542508124277,0.004534126330054765,0.007074828731371921,0.008647941219141753,0.015920190745350185,0.0025407024013171563,0.0072722495262084325,control,0.004731547124891276
171619,2019-08-16 16:25:00+00:00,Left,Left,14,15,0.8736941,0.8953205,-0.021626353,0.7308388014755002,0.6718362525855013,0.059002548889998896,0.016148727128147963,0.015192416174267354,0.015804254518344805,0.006536179000446867,-0.0009563109538806083,-0.009268075517897937,control,-0.008311764564017329
73937,2005-10-06 12:22:00+00:00,Left,Left,18,16,0.89512223,0.8998254,-0.004703164,0.6682969256413891,0.5654201614077519,0.10287676423363723,0.017317275748532854,0.017773794374391624,0.017921296886857226,0.014562862862955477,0.00045651862585877057,-0.003358434023901749,control,-0.0038149526497605196
73937,2013-10-08 17:07:00+00:00,Left,Left,15,26,0.85793704,0.87431675,-0.016379714,0.5386075620156561,0.730979107278745,-0.19237154526308897,0.01441888798342941,0.015333210059158211,0.043867269500048614,0.025401140782016725,0.0009143220757288004,-0.01846612871803189,control,-0.01938045079376069
73937,2005-02-15 00:58:00+00:00,Left,Left,18,23,0.89179504,0.8983826,-0.006587565,0.6831673955582898,0.6414125056164848,0.041754889941804985,0.025268145443929902,0.011703805067051992,0.020494872618040057,0.019520158391669064,-0.01356434037687791,-0.0009747142263709929,control,0.012589626150506917
178828,2016-03-29 18:06:00+00:00,Center,Center,67,54,0.8134761,0.8557613,-0.042285204,0.28069219275921975,0.3252407276648914,-0.04454853490567168,0.002079256699029008,0.0018442047511693061,0.00825963058688087,0.007847751948391522,-0.00023505194785970198,-0.00041187863848934914,control,-0.00017682669062964716
178828,2016-03-15 19:25:00+00:00,Center,Center,69,55,0.8112146,0.85699123,-0.045776606,0.28414329440354813,0.3221225409460314,-0.03797924654248325,0.0023295473951234053,0.00233015427517402,0.009262457029497162,0.007964805809070117,6.068800506146312e-07,-0.001297651220427045,control,-0.0012982581004776597
178828,2016-03-16 13:07:00+00:00,Center,Center,69,55,0.8112146,0.85699123,-0.045776606,0.28414329440354813,0.3221225409460314,-0.03797924654248325,0.0023295473951234053,0.00233015427517402,0.009262457029497162,0.007964805809070117,6.068800506146312e-07,-0.001297651220427045,control,-0.0012982581004776597
178828,2016-04-04 17:39:00+00:00,Center,Center,63,54,0.81670946,0.8557613,-0.03905183,0.2821942038728139,0.3252407276648914,-0.04304652379207752,0.0022112729973800564,0.0018442047511693061,0.008028193677809058,0.007847751948391522,-0.00036706824621075026,-0.00018044172941753672,control,0.00018662651679321354
