event_id,deputado_id,is_switcher,post,conf
sw_232,73933,1,0,0.36731857239877147
sw_232,73933,1,1,0.32748040325023103
sw_233,73934,1,0,0.29851789094955444
sw_233,73934,1,1,0.2937571605375283
sw_234,73934,1,0,0.31962474227367144
sw_234,73934,1,1,0.3199184327656695
sw_235,73934,1,0,0.3209095684910832
sw_235,73934,1,1,0.3177667030509725
sw_236,73934,1,0,0.29022655867626984
sw_236,73934,1,1,0.3287523371968964
sw_237,73934,1,0,0.3603480173912625
sw_237,73934,1,1,0.35834349412588795
sw_238,73936,1,0,0.5750099624946632
sw_238,73936,1,1,0.5789902133101535
sw_239,73936,1,0,0.2586559717684717
sw_239,73936,1,1,0.17999086357744618
sw_240,73942,1,0,0.5264486615968548
sw_240,73942,1,1,0.4476591431946545
sw_241,73979,1,0,0.37367569069625917
sw_241,73979,1,1,0.3786109606994739
sw_242,73979,1,0,0.26798270407810443
sw_242,73979,1,1,0.32838735317763135
sw_243,73979,1,0,0.37367569069625917
sw_243,73979,1,1,0.3786109606994739
sw_244,73979,1,0,0.3977978431403952
sw_244,73979,1,1,0.30486355313372476
sw_245,73981,1,0,0.32958372665986685
sw_245,73981,1,1,0.30211686659761544
sw_246,73982,1,0,0.2738278962236006
sw_246,73982,1,1,0.23219379215973035
sw_247,74010,1,0,0.42385700785801733
sw_247,74010,1,1,0.30438430925840354
sw_248,74016,1,0,0.3263470720845566
sw_248,74016,1,1,0.29669927894642545
sw_249,74016,1,0,0.3090877566896145
sw_249,74016,1,1,0.3137761274303851
sw_250,74016,1,0,0.3275620524281621
sw_250,74016,1,1,0.30427193158254096
sw_251,74024,1,0,0.4511707910460018
sw_251,74024,1,1,0.37341783308883514
sw_252,74031,1,0,0.7677927702064729
sw_252,74031,1,1,0.7174737061095475
sw_253,74032,1,0,0.2843406457815498
sw_253,74032,1,1,0.2605129725090439
sw_254,74039,1,0,0.3269990066654088
sw_254,74039,1,1,0.27720960316737125
sw_255,74040,1,0,0.3120647713081653
sw_255,74040,1,1,0.31981713052825483
sw_256,74040,1,0,0.32525293322387416
sw_256,74040,1,1,0.3752723722885301
sw_257,74047,1,0,0.6926024609390378
sw_257,74047,1,1,0.6539402172992987
sw_258,74050,1,0,0.694073503612936
sw_258,74050,1,1,0.48859687447604816
sw_259,74051,1,0,0.276293388182041
sw_259,74051,1,1,0.2452675540018171
sw_260,74059,1,0,0.5678104954448714
sw_260,74059,1,1,0.6754264376029296
sw_261,74063,1,0,0.22730834597654428
sw_261,74063,1,1,0.26389592687985014
sw_262,74066,1,0,0.5855535330165813
sw_262,74066,1,1,0.3993599416063299
sw_263,74066,1,0,0.27022371369919623
sw_263,74066,1,1,0.4491135056382389
sw_264,74070,1,0,0.23021162025282643
sw_264,74070,1,1,0.27032177463419554
sw_265,74070,1,0,0.2365352115814035
sw_265,74070,1,1,0.2860531441225838
sw_266,74090,1,0,0.5115677292567613
sw_266,74090,1,1,0.5166814360320778
sw_267,74090,1,0,0.2154309321432168
sw_267,74090,1,1,0.17350845260589667
sw_268,74106,1,0,0.6068661544512618
sw_268,74106,1,1,0.46717018491834683
sw_269,74111,1,0,0.3290236648874127
sw_269,74111,1,1,0.38871877098317525
sw_270,74140,1,0,0.29182970673811587
sw_270,74140,1,1,0.2837272395878203
sw_271,74140,1,0,0.3190801631567765
sw_271,74140,1,1,0.221125694854228
sw_272,74142,1,0,0.14332039515614575
sw_272,74142,1,1,0.1522707783278665
sw_273,74143,1,0,0.29989684481232265
sw_273,74143,1,1,0.23296412530385163
sw_274,74143,1,0,0.27535606712364
sw_274,74143,1,1,0.21753656498399232
sw_275,74143,1,0,0.1894129368922782
sw_275,74143,1,1,0.19737037165316604
sw_276,74148,1,0,0.41594079599375694
sw_276,74148,1,1,0.3760376451132567
sw_277,74148,1,0,0.35352987470920494
sw_277,74148,1,1,0.26269253227591155
sw_278,74150,1,0,0.2388978883008583
sw_278,74150,1,1,0.21547021858624898
sw_279,74163,1,0,0.6441522403093732
sw_279,74163,1,1,0.6887928225015929
sw_280,74163,1,0,0.2048025304511123
sw_280,74163,1,1,0.2902077415776966
sw_281,74163,1,0,0.2416624299217917
sw_281,74163,1,1,0.21959517215853316
sw_282,74165,1,0,0.13992161274269657
sw_282,74165,1,1,0.19048942675419628
sw_283,74165,1,0,0.3623924248253204
sw_283,74165,1,1,0.22422597767418198
sw_284,74167,1,0,0.30866891072883246
sw_284,74167,1,1,0.22163030594830868
sw_285,74167,1,0,0.2931647174142096
sw_285,74167,1,1,0.2863550319609404
sw_286,74167,1,0,0.2968498453725192
sw_286,74167,1,1,0.28756845478487975
sw_287,74169,1,0,0.5519845650749744
sw_287,74169,1,1,0.4435657928216592
sw_288,74170,1,0,0.3367695594537534
sw_288,74170,1,1,0.2516693551673239
sw_289,74170,1,0,0.3367695594537534
sw_289,74170,1,1,0.2516693551673239
sw_290,74170,1,0,0.304828509617304
sw_290,74170,1,1,0.22046799653378746
sw_291,74171,1,0,0.6923240173124183
sw_291,74171,1,1,0.6527772985987338
sw_292,74172,1,0,0.5042144492746031
sw_292,74172,1,1,0.44073702113640156
sw_293,74172,1,0,0.31082594626495086
sw_293,74172,1,1,0.28609972204624595
sw_294,74172,1,0,0.3062326643066911
sw_294,74172,1,1,0.40307877300200007
sw_295,74176,1,0,0.31161186489187304
sw_295,74176,1,1,0.36650792135847743
sw_296,74197,1,0,0.6493804915148184
sw_296,74197,1,1,0.5852996969146809
sw_297,74197,1,0,0.2792843654619718
sw_297,74197,1,1,0.29209751495561775
sw_298,74230,1,0,0.4829469334907932
sw_298,74230,1,1,0.4327333579093104
sw_299,74240,1,0,0.35034727151862477
sw_299,74240,1,1,0.24234999980174926
sw_300,74240,1,0,0.25463308371796745
sw_300,74240,1,1,0.29229289611942205
sw_301,74253,1,0,0.22027279062998964
sw_301,74253,1,1,0.1884710709372752
sw_302,74270,1,0,0.4208390890941344
sw_302,74270,1,1,0.403497629569643
sw_303,74273,1,0,0.3383379177620974
sw_303,74273,1,1,0.30726037408637785
sw_304,74273,1,0,0.22284055205250947
sw_304,74273,1,1,0.21144957459734223
sw_305,74273,1,0,0.37461323741161057
sw_305,74273,1,1,0.36310312958607277
sw_306,74273,1,0,0.43392415607033047
sw_306,74273,1,1,0.3884888247431295
sw_307,74288,1,0,0.7026240657167822
sw_307,74288,1,1,0.6436689500693089
sw_308,74291,1,0,0.4381466066191459
sw_308,74291,1,1,0.3059672226286174
sw_309,74299,1,0,0.272283732043641
sw_309,74299,1,1,0.3460921361980975
sw_310,74300,1,0,0.45301470211103595
sw_310,74300,1,1,0.40620086355039003
sw_311,74300,1,0,0.40945025130476626
sw_311,74300,1,1,0.42266598080069306
sw_312,74305,1,0,0.2216743489139664
sw_312,74305,1,1,0.15635821137817085
sw_313,74312,1,0,0.5805362693953925
sw_313,74312,1,1,0.6048086410021632
sw_314,74317,1,0,0.1339320268336592
sw_314,74317,1,1,0.16165594286241478
sw_315,74319,1,0,0.1272891109712577
sw_315,74319,1,1,0.14969776763266182
sw_316,74343,1,0,0.2668928815956418
sw_316,74343,1,1,0.2991152603974197
sw_317,74356,1,0,0.3258473670287163
sw_317,74356,1,1,0.3731290880714963
sw_318,74356,1,0,0.3520295183600531
sw_318,74356,1,1,0.3652237789542873
sw_319,74356,1,0,0.35227847722382405
sw_319,74356,1,1,0.23680302437365341
sw_320,74358,1,0,0.29850035352049176
sw_320,74358,1,1,0.3986701992783794
sw_321,74366,1,0,0.31009512371902764
sw_321,74366,1,1,0.2627023611757716
sw_322,74366,1,0,0.2812917485370625
sw_322,74366,1,1,0.22557092275246657
sw_323,74372,1,0,0.13645656928195438
sw_323,74372,1,1,0.17408008363932695
sw_324,74374,1,0,0.5069890636422707
sw_324,74374,1,1,0.41605763140403995
sw_325,74374,1,0,0.28916390960122096
sw_325,74374,1,1,0.25776998514827587
sw_326,74382,1,0,0.2327678499333838
sw_326,74382,1,1,0.2115031122169167
sw_327,74382,1,0,0.25861288591086995
sw_327,74382,1,1,0.22306709158563975
sw_328,74383,1,0,0.36408322950758465
sw_328,74383,1,1,0.3938473657628925
sw_329,74385,1,0,0.4272369008477953
sw_329,74385,1,1,0.36751053656675403
sw_330,74385,1,0,0.2856150767770828
sw_330,74385,1,1,0.4706140476164167
sw_331,74385,1,0,0.4088091940799324
sw_331,74385,1,1,0.2226132861457705
