"idProposicao";"uriProposicao";"idDeputadoAutor";"uriAutor";"codTipoAutor";"tipoAutor";"nomeAutor";"siglaPartidoAutor";"uriPartidoAutor";"siglaUFAutor";"ordemAssinatura";"proponente"
"2581909";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581909";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Randolfe Rodrigues";"PT";"";"AP";"1";"1"
"2581902";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581902";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Davi Alcolumbre";"União";"";"AP";"1";"1"
"2576102";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576102";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2576093";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2576093";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Senador Fabiano Contarato";"PT";"";"ES";"1";"1"
"2572257";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2572257";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Leila Barros";"PDT";"";"DF";"1";"1"
"2519705";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2519705";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Plínio Válério";"PSDB";"";"AM";"1";"1"
"2519700";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2519700";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Leila Barros";"PDT";"";"DF";"1";"1"
"2519697";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2519697";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Zequinha Marinho";"PODEMOS";"";"PA";"1";"1"
"2519675";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2519675";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Chico Rodrigues";"DEM";"";"RR";"1";"1"
"2494674";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2494674";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2481854";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2481854";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Paulo Paim";"PT";"";"RS";"1";"1"
"2481265";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2481265";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Marcos do Val";"PODEMOS";"";"SC";"1";"1"
