"idProposicao";"uriProposicao";"idDeputadoAutor";"uriAutor";"codTipoAutor";"tipoAutor";"nomeAutor";"siglaPartidoAutor";"uriPartidoAutor";"siglaUFAutor";"ordemAssinatura";"proponente"
"2320267";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2320267";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2188136";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2188136";"74057";"https://dadosabertos.camara.leg.br/api/v2/deputados/74057";"10000";"Deputado(a)";"Alice Portugal";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA";"1";"1"
"2172155";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2172155";"74319";"https://dadosabertos.camara.leg.br/api/v2/deputados/74319";"10000";"Deputado(a)";"Paes Landim";"PTB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36845";"PI";"1";"1"
"2168855";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168855";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2168813";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2168813";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"1";"COMISSÃO DIRETORA";"Mesa Diretora da Câmara dos Deputados";"";"";"";"1";"1"
"2162553";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2162553";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2161907";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2161907";"178845";"https://dadosabertos.camara.leg.br/api/v2/deputados/178845";"10000";"Deputado(a)";"Ronaldo Lessa";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"AL";"1";"1"
"2161867";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2161867";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2160813";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2160813";"73586";"https://dadosabertos.camara.leg.br/api/v2/deputados/73586";"10000";"Deputado(a)";"Júlio Delgado";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"MG";"1";"1"
"2155339";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2155339";"160598";"https://dadosabertos.camara.leg.br/api/v2/deputados/160598";"10000";"Deputado(a)";"Flávia Morais";"PDT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36786";"GO";"1";"1"
"2152729";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2152729";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Antonio Anastasia";"PSDB";"";"MG";"1";"1"
"2148418";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2148418";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"2";"COMISSÃO PERMANENTE";"Comissão de Meio Ambiente e Desenvolvimento Sustentável";"";"";"";"1";"1"
"2148126";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2148126";"178916";"https://dadosabertos.camara.leg.br/api/v2/deputados/178916";"10000";"Deputado(a)";"Daniel Coelho";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"PE";"1";"1"
"2148123";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2148123";"178916";"https://dadosabertos.camara.leg.br/api/v2/deputados/178916";"10000";"Deputado(a)";"Daniel Coelho";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"PE";"1";"1"
"2143110";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2143110";"69871";"https://dadosabertos.camara.leg.br/api/v2/deputados/69871";"10000";"Deputado(a)";"Bacelar";"PODE";"https://dadosabertos.camara.leg.br/api/v2/partidos/36896";"BA";"1";"1"
"2141842";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2141842";"74040";"https://dadosabertos.camara.leg.br/api/v2/deputados/74040";"10000";"Deputado(a)";"Benjamin Maranhão";"SD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36765";"PB";"1";"1"
"2141817";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2141817";"74040";"https://dadosabertos.camara.leg.br/api/v2/deputados/74040";"10000";"Deputado(a)";"Benjamin Maranhão";"SD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36765";"PB";"1";"1"
"2141781";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2141781";"74040";"https://dadosabertos.camara.leg.br/api/v2/deputados/74040";"10000";"Deputado(a)";"Benjamin Maranhão";"SD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36765";"PB";"1";"1"
"2138744";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2138744";"178933";"https://dadosabertos.camara.leg.br/api/v2/deputados/178933";"10000";"Deputado(a)";"Sergio Souza";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"PR";"1";"1"
"2138055";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2138055";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2138053";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2138053";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2137237";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2137237";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2136460";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2136460";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2135139";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2135139";"74374";"https://dadosabertos.camara.leg.br/api/v2/deputados/74374";"10000";"Deputado(a)";"Geraldo Resende";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"MS";"1";"1"
"2134361";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2134361";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2134360";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2134360";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2132899";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2132899";"178928";"https://dadosabertos.camara.leg.br/api/v2/deputados/178928";"10000";"Deputado(a)";"Christiane de Souza Yared";"PR";"https://dadosabertos.camara.leg.br/api/v2/partidos/36814";"PR";"1";"1"
"2130775";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2130775";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2130772";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2130772";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2129813";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2129813";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2129794";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2129794";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2128851";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2128851";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2128003";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2128003";"178865";"https://dadosabertos.camara.leg.br/api/v2/deputados/178865";"10000";"Deputado(a)";"Cabo Sabino";"PR";"https://dadosabertos.camara.leg.br/api/v2/partidos/36814";"CE";"1";"1"
"2128002";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2128002";"160665";"https://dadosabertos.camara.leg.br/api/v2/deputados/160665";"10000";"Deputado(a)";"Augusto Coutinho";"SD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36765";"PE";"1";"1"
"2127155";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2127155";"124411";"https://dadosabertos.camara.leg.br/api/v2/deputados/124411";"10000";"Deputado(a)";"Mauro Pereira";"PMDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36800";"RS";"1";"1"
"2127149";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2127149";"73778";"https://dadosabertos.camara.leg.br/api/v2/deputados/73778";"10000";"Deputado(a)";"Luiz Carlos Hauly";"PSDB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36835";"PR";"1";"1"
"2127098";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2127098";"178963";"https://dadosabertos.camara.leg.br/api/v2/deputados/178963";"10000";"Deputado(a)";"Covatti Filho";"PP";"https://dadosabertos.camara.leg.br/api/v2/partidos/37903";"RS";"1";"1"
"2126968";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2126968";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2126904";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2126904";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"2";"COMISSÃO PERMANENTE";"Comissão de Meio Ambiente e Desenvolvimento Sustentável";"";"";"";"1";"1"
"2124301";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2124301";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/253";"30000";"Órgão do Poder Executivo";"Poder Executivo";"";"";"";"1";"1"
"2122865";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2122865";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100921";"30000";"Órgão do Poder Executivo";"Presidente da República";"";"";"";"1";"1"
