"idProposicao";"uriProposicao";"idDeputadoAutor";"uriAutor";"codTipoAutor";"tipoAutor";"nomeAutor";"siglaPartidoAutor";"uriPartidoAutor";"siglaUFAutor";"ordemAssinatura";"proponente"
"2581903";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581903";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Jaques Wagner";"PT";"";"BA";"1";"1"
"2567364";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2567364";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Wellington Fagundes";"PL";"";"MT";"1";"1"
"2531700";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2531700";"178908";"https://dadosabertos.camara.leg.br/api/v2/deputados/178908";"10000";"Deputado(a)";"Delegado Éder Mauro";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"PA";"1";"1"
"2527876";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2527876";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Soraya Thronicke";"PODEMOS";"";"MS";"1";"1"
"2527735";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2527735";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Jayme Campos";"UNIÃO";"";"MT";"1";"1"
"2527661";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2527661";"205550";"https://dadosabertos.camara.leg.br/api/v2/deputados/205550";"10000";"Deputado(a)";"Jorge Braz";"REPUBLIC";"";"RJ";"1";"1"
"2519701";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2519701";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Leila Barros";"PDT";"";"DF";"1";"1"
"2519686";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2519686";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Zequinha Marinho";"PODEMOS";"";"PA";"1";"1"
"2516579";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2516579";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2504788";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2504788";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Romário";"PL";"";"RJ";"1";"1"
"2486942";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2486942";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2481857";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2481857";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2481717";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2481717";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Jorge Kajuru";"PSD";"";"GO";"1";"1"
"2481715";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2481715";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Antonio Anastasia";"PSD";"";"MG";"1";"1"
"2479543";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2479543";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2472875";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2472875";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Jorginho Mello";"PL";"";"SC";"1";"1"
"2469554";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2469554";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Veneziano Vital do Rêgo";"MDB";"";"PB";"1";"1"
"2459612";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2459612";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Nilda Gondim";"MDB";"";"PB";"1";"1"
"2451842";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2451842";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450575";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450575";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450574";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450574";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450572";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450572";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450571";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450571";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450570";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450570";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450569";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450569";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450567";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450567";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450565";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450565";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450564";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450564";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450563";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450563";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450562";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450562";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450560";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450560";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450559";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450559";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450558";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450558";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450148";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450148";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450147";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450147";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450144";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450144";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450143";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450143";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450142";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450142";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450141";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450141";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450140";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450140";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450072";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450072";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Leila Barros";"PDT";"";"DF";"1";"1"
"2450042";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450042";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2450041";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2450041";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2007";"2";"COMISSÃO PERMANENTE";"Comissão de Direitos Humanos, Minorias e Igualdade Racial";"";"";"";"1";"1"
"2443624";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2443624";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Jaques Wagner";"PT";"";"BA";"1";"1"
"2440783";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440783";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Fabiano Contarato";"PT";"";"ES";"1";"1"
"2439792";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439792";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2439779";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439779";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Paulo Paim";"PT";"";"RS";"1";"1"
"2439756";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439756";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Wellington Fagundes";"PL";"";"MT";"1";"1"
"2439728";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439728";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Veneziano Vital do Rêgo";"MDB";"";"PB";"1";"1"
"2436338";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2436338";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Veneziano Vital do Rêgo";"MDB";"";"PB";"1";"1"
"2436234";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2436234";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2434751";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2434751";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Zequinha Marinho";"PODEMOS";"";"PA";"1";"1"
"2432410";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2432410";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Zenaide Maia";"PSD";"";"RN";"1";"1"
"2428317";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2428317";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Wellington Fagundes";"PL";"";"MT";"1";"1"
"2428310";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2428310";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Alessandro Vieira";"MDB";"";"SE";"1";"1"
"2426153";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2426153";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Fabiano Contarato";"PT";"";"ES";"1";"1"
"2422013";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422013";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2418981";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2418981";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal";"";"";"";"1";"1"
"2416757";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416757";"";"https://dadosabertos.camara.leg.br/api/v2/orgaos/78";"40000";"Órgão do Poder Legislativo";"Senado Federal - Plínio Valério";"PSDB";"";"AM";"1";"1"
"2416212";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416212";"74043";"https://dadosabertos.camara.leg.br/api/v2/deputados/74043";"10000";"Deputado(a)";"Wellington Roberto";"PL";"https://dadosabertos.camara.leg.br/api/v2/partidos/37906";"PB";"1";"1"
